,Move 1,Move 2
0,0.7853027371199508,0.6436809168050164
1,0.7854646199235791,0.6695744810920012
2,0.7831507911807613,0.6317769434106978
3,0.7616118030720636,0.7064963724268111
4,0.7712988318973466,0.5855773502274564
5,0.7894577895732302,0.6909630812312427
6,0.7505845847098451,0.6648899325414708
7,0.7869361448248751,0.639375253021717
8,0.7916721547120495,0.6403523366702231
9,0.7802582016116695,0.6934783753595855
10,0.7476784828462099,0.6669880993272129
11,0.7726813553195251,0.6408189197119913
12,0.7772225846585474,0.6600240469763153
13,0.7938989171072056,0.6606010185260521
14,0.7800108524529558,0.6841058271495919
15,0.7948114880605748,0.6267291561553353
16,0.7996511186031918,0.6973362681112791
17,0.786854673824028,0.6279231748298595
18,0.769282754706709,0.6185804418043086
19,0.7735562021402936,0.6610383978015498
